ncessch,schnam,leanm,member,white,totfrl,lstree,lcity,lstate,lzip,coname,type,status,level,latitude,longitude,id,route_id,state_code,through_la,f_system_v,aadt_vn,distance,geom
390438004524,COLUMBUS AFRICENTRIC EARLY COLLEGE,COLUMBUS CITY SCHOOL DISTRICT,490,2,0,300 EAST LIVINGSTON AVE,COLUMBUS,OH,43215,FRANKLIN COUNTY,1,1,4,39.953000,-82.991300,42184,SFRAIR00070**C,39,7,1,119909,84.69539937,0101000020E610000096218E7571BF54C0448B6CE7FBF94340
390438300773,SILVER LAKE ELEMENTARY SCHOOL,CUYAHOGA FALLS CITY,246,211,85,2970 OVERLOOK RD,SILVER LAKE,OH,44224,SUMMIT COUNTY,1,1,1,41.157300,-81.465700,78301,SSUMSR00008**C,39,6,2,67560,279.12738214,0101000020E6100000D26F5F07CE5D54C095D4096822944440
390438400823,DAVID H. PONITZ CAREER TECHNOLOGY  CENTER,DAYTON CITY,799,106,581,741 WASHINGTON ST,DAYTON,OH,45402,MONTGOMERY COUNTY,1,1,3,39.749700,-84.201900,66320,SMOTUS00035**C,39,8,2,60410,109.52625069,0101000020E6100000FE43FAEDEB0C55C0D5E76A2BF6DF4340
390438405480,RUSKIN PREK-8 SCHOOL,DAYTON CITY,549,300,530,407 AMBROSE CT,DAYTON,OH,45410,MONTGOMERY COUNTY,1,1,1,39.753000,-84.170400,66349,SMOTUS00035**C,39,8,2,60180,212.54864801,0101000020E610000042CF66D5E70A55C0AAF1D24D62E04340
390439500911,FOREST PARK MIDDLE SCHOOL,EUCLID CITY,561,44,469,27000 ELINORE AVE,EUCLID,OH,44132,CUYAHOGA COUNTY,1,1,2,41.607400,-81.495500,37492,SCUYSR00002**C,39,4,2,79730,209.33217875,0101000020E6100000C1CAA145B65F54C092CB7F48BFCD4440
390439600927,FAIRBORN HIGH SCHOOL,FAIRBORN CITY,985,791,510,900 EAST DAYTON YELLOW SPRINGS,FAIRBORN,OH,45324,GREENE COUNTY,1,1,3,39.784600,-84.005100,46261,SGREIR00675**C,39,4,1,52659,200.00932427,0101000020E61000006A4DF38E530055C08638D6C56DE44340
390439704372,FAIRVIEW PARK EARLY EDUCATION LEARNING CENTER,FAIRVIEW PARK CITY,131,117,24,21620 MASTICK RD,FAIRVIEW PARK,OH,44126,CUYAHOGA COUNTY,1,1,1,41.426900,-81.861300,36716,SCUYIR00480**C,39,8,1,107160,252.10033797,0101000020E6100000DE02098A1F7754C0CA54C1A8A4B64440
390440400999,WILLIAM FOSTER ELEMENTARY SCHOOL,GARFIELD HEIGHTS CITY SCHOOLS,662,175,474,12801 BANGOR AVE,GARFIELD HEIGHTS,OH,44125,CUYAHOGA COUNTY,1,1,1,41.414900,-81.595300,36824,SCUYIR00480**C,39,8,1,141090,103.10321733,0101000020E6100000C3D32B65196654C0228E75711BB54440
390441805784,KETTERING EARLY CHILDHOOD EDUCATION CENTER,KETTERING CITY,84,57,0,2600 HOLMAN ST,DAYTON,OH,45439,MONTGOMERY COUNTY,1,3,1,39.708800,-84.225400,65309,SMOTIR00075**C,39,6,1,85680,250.32801321,0101000020E61000002D211FF46C0E55C0D0B359F5B9DA4340
390441905376,HAYES ELEMENTARY SCHOOL,LAKEWOOD CITY,460,371,196,16401 DELAWARE AVE,LAKEWOOD,OH,44107,CUYAHOGA COUNTY,1,1,1,41.470900,-81.810500,36427,SCUYIR00090**C,39,8,1,100260,149.63632184,0101000020E61000001D5A643BDF7354C0DCD7817346BC4440
390442301166,LOCKLAND ELEMENTARY SCHOOL,LOCKLAND LOCAL,256,110,253,200 NORTH COOPER AVE,LOCKLAND,OH,45215,HAMILTON COUNTY,1,1,1,39.227300,-84.451900,48244,SHAMIR00075**C,39,6,1,119130,216.87984299,0101000020E6100000FE43FAEDEB1C55C0BE30992A189D4340
390442301167,LOCKLAND HIGH SCHOOL,LOCKLAND LOCAL,157,67,0,249 WEST FORRER ST,LOCKLAND,OH,45215,HAMILTON COUNTY,1,1,3,39.228300,-84.451300,48246,SHAMIR00075**C,39,6,1,119130,142.85831053,0101000020E6100000D42B6519E21C55C0A1D634EF389D4340
390442304929,ARLINGTON HEIGHTS ACADEMY,LOCKLAND LOCAL,37,16,34,249 WEST FORRER ST,CINCINNATI,OH,45215,HAMILTON COUNTY,1,1,4,39.228300,-84.450900,48246,SHAMIR00075**C,39,6,1,119130,109.09344251,0101000020E61000000D71AC8BDB1C55C0A1D634EF389D4340
390442305455,LOCKLAND MIDDLE SCHOOL,LOCKLAND LOCAL,131,59,0,249 WEST FORRER ST,LOCKLAND,OH,45215,HAMILTON COUNTY,1,1,2,39.228300,-84.450900,48246,SHAMIR00075**C,39,6,1,119130,109.09344251,0101000020E61000000D71AC8BDB1C55C0A1D634EF389D4340
390445201427,BUTTERNUT ELEMENTARY SCHOOL,NORTH OLMSTED CITY,277,220,132,26669 BUTTERNUT RIDGE RD,NORTH OLMSTED,OH,44070,CUYAHOGA COUNTY,1,1,1,41.408000,-81.917800,36701,SCUYIR00480**C,39,6,1,68830,147.41103769,0101000020E61000003411363CBD7A54C04E62105839B44440
390445201432,NORTH OLMSTED HIGH SCHOOL,NORTH OLMSTED CITY,1375,1194,450,5755 BURNS RD,NORTH OLMSTED,OH,44070,CUYAHOGA COUNTY,1,1,3,41.405100,-81.925500,36699,SCUYIR00480**C,39,6,1,68830,262.51043082,0101000020E6100000AC1C5A643B7B54C007CE1951DAB34440
390445201435,SPRUCE ELEMENTARY SCHOOL,NORTH OLMSTED CITY,242,221,63,28590 WINDSOR DR,NORTH OLMSTED,OH,44070,CUYAHOGA COUNTY,1,1,1,41.399100,-81.937400,36697,SCUYIR00480**C,39,6,1,68830,134.61428559,0101000020E61000004ED1915CFE7B54C0B3EA73B515B34440
390446701554,PRINCETON HIGH SCHOOL,PRINCETON CITY,1411,466,764,11080 CHESTER RD,CINCINNATI,OH,45246,HAMILTON COUNTY,1,1,3,39.271800,-84.443000,48262,SHAMIR00075**C,39,6,1,128390,285.25021713,0101000020E61000003108AC1C5A1C55C0C286A757CAA24340
390447001577,ROCKY RIVER HIGH SCHOOL,ROCKY RIVER CITY,858,785,121,20951 DETROIT RD,ROCKY RIVER,OH,44116,CUYAHOGA COUNTY,1,1,3,41.473800,-81.849800,36407,SCUYIR00090**C,39,6,1,82067,205.0129472,0101000020E610000003098A1F637654C0226C787AA5BC4440
390448601739,MAPLE DALE ELEMENTARY SCHOOL,SYCAMORE COMMUNITY CITY,414,284,72,6100 HAGEWA DR,CINCINNATI,OH,45242,HAMILTON COUNTY,1,1,1,39.240700,-84.368800,48008,SHAMIR00071**C,39,6,1,134010,225.48253864,0101000020E6100000F2B0506B9A1755C0D712F241CF9E4340
390448601741,SYCAMORE HIGH SCHOOL,SYCAMORE COMMUNITY CITY,1683,1208,291,7400 CORNELL RD,CINCINNATI,OH,45242,HAMILTON COUNTY,1,1,3,39.266900,-84.352700,48022,SHAMIR00071**C,39,7,1,131980,199.68853489,0101000020E6100000265305A3921655C0B5A679C729A24340
390448601742,SYCAMORE JUNIOR HIGH SCHOOL,SYCAMORE COMMUNITY CITY,871,626,156,5757 COOPER RD,CINCINNATI,OH,45242,HAMILTON COUNTY,1,1,2,39.228700,-84.368700,48006,SHAMIR00071**C,39,6,1,134010,174.06390505,0101000020E61000004182E2C7981755C0304CA60A469D4340
390448701747,STRANAHAN ELEMENTARY SCHOOL,SYLVANIA CITY,535,428,215,3840 NORTH HOLLAND SYLVANIA RD,TOLEDO,OH,43615,LUCAS COUNTY,1,1,1,41.689200,-83.683300,58938,SLUCIR00475**C,39,4,1,56080,3.77896679,0101000020E6100000D656EC2FBBEB54C09C33A2B437D84440
390449001795,LEVERETTE ELEMENTARY SCHOOL,TOLEDO CITY,352,40,314,445 EAST MANHATTAN BLVD,TOLEDO,OH,43608,LUCAS COUNTY,1,1,1,41.687500,-83.523000,58755,SLUCIR00075**C,39,4,1,74009,267.74044137,0101000020E6100000B6F3FDD478E154C00000000000D84440
390449001813,MCKINLEY ELEMENTARY SCHOOL,TOLEDO CITY,316,43,289,3344 WESTLAND AVE,TOLEDO,OH,43613,LUCAS COUNTY,1,1,1,41.682700,-83.593900,58970,SLUCIR00475**C,39,8,1,90240,180.01743944,0101000020E61000000B46257502E654C0567DAEB662D74440
390449001827,RIVERSIDE ELEMENTARY SCHOOL,TOLEDO CITY,422,188,395,1111 EAST MANHATTAN BLVD,TOLEDO,OH,43608,LUCAS COUNTY,1,1,1,41.687900,-83.522700,58755,SLUCIR00075**C,39,4,1,74009,225.05393561,0101000020E6100000A167B3EA73E154C08E75711B0DD84440
390449004560,TOLEDO TECHNOLOGY ACADEMY HIGH SCHOOL,TOLEDO CITY,186,128,81,3301 UPTON AVE,TOLEDO,OH,43613,LUCAS COUNTY,1,1,3,41.682300,-83.590900,58970,SLUCIR00475**C,39,8,1,90240,265.10253244,0101000020E610000036CD3B4ED1E554C0C8073D9B55D74440
390450404368,WILDER ELEMENTARY SCHOOL,WESTERVILLE CITY,537,328,200,6375 GOLDFINCH DR,WESTERVILLE,OH,43081,FRANKLIN COUNTY,1,1,1,40.088600,-82.904600,42579,SFRAIR00270**C,39,8,1,136133,254.24155435,0101000020E61000008BFD65F7E4B954C07A36AB3E570B4440
390450405682,EARLY LEARNING CENTER,WESTERVILLE CITY,235,164,0,936 EASTWIND DR,WESTERVILLE,OH,43081,FRANKLIN COUNTY,1,1,1,40.101500,-82.917100,42574,SFRAIR00270**C,39,7,1,135844,278.1778346,0101000020E610000058CA32C4B1BA54C0A245B6F3FD0C4440
390450501969,WEST CARROLLTON HIGH SCHOOL,WEST CARROLLTON CITY,932,698,587,5833 STUDENT ST,WEST CARROLLTON,OH,45449,MONTGOMERY COUNTY,1,1,3,39.672300,-84.230100,65290,SMOTIR00075**C,39,6,1,84400,259.09818334,0101000020E6100000D0B359F5B90E55C0E78C28ED0DD64340
390451304480,BLUFFSVIEW ELEMENTARY SCHOOL,WORTHINGTON CITY,426,304,80,7111 LINWORTH RD,COLUMBUS,OH,43235,FRANKLIN COUNTY,1,1,1,40.111100,-83.044200,42525,SFRAIR00270**C,39,8,1,145111,108.83440325,0101000020E6100000ED9E3C2CD4C254C0F54A5986380E4440
390465500454,CUYAHOGA HTS MIDDLE SCHOOL,CUYAHOGA HEIGHTS LOCAL,200,185,0,4840 EAST 71ST ST,CUYAHOGA HEIGHTS,OH,44125,CUYAHOGA COUNTY,1,1,2,41.426900,-81.642700,36249,SCUYIR00077**C,39,6,1,98477,256.16433572,0101000020E6100000E9482EFF216954C0CA54C1A8A4B64440
390465502587,CUYAHOGA HTS ELEMENTARY SCHOOL,CUYAHOGA HEIGHTS LOCAL,371,334,77,4880 EAST 71ST ST,CUYAHOGA HEIGHTS,OH,44125,CUYAHOGA COUNTY,1,1,1,41.426200,-81.642000,36249,SCUYIR00077**C,39,6,1,98477,296.04598617,0101000020E61000000C022B87166954C011C7BAB88DB64440
390467605381,JOHNNYCAKE CORNERS ELEMENTARY SCHOOL,OLENTANGY LOCAL,570,505,11,6783 FALLING MEADOWS DR,GALENA,OH,43021,DELAWARE COUNTY,1,1,1,40.232100,-82.930700,39704,SDELIR00071**C,39,6,1,76490,190.96914629,0101000020E6100000C898BB9690BB54C068B3EA73B51D4440
390467605481,FREEDOM TRAIL ELEMENTARY,OLENTANGY LOCAL,639,514,19,6743 BALE KENYON RD,LEWIS,OH,43035,DELAWARE COUNTY,1,1,1,40.173100,-82.960500,39689,SDELIR00071**C,39,6,1,76490,203.57222937,0101000020E6100000B6F3FDD478BD54C003780B2428164440
390469602717,GOSHEN LANE ELEMENTARY SCHOOL,GAHANNA-JEFFERSON CITY,428,184,241,370 GOSHEN LN,GAHANNA,OH,43230,FRANKLIN COUNTY,1,1,1,40.010800,-82.893500,42628,SFRAIR00270**C,39,6,1,139399,272.73999561,0101000020E610000077BE9F1A2FB954C0FE65F7E461014440
390469904608,K-1 ELEMENTARY SCHOOL,NEW ALBANY-PLAIN LOCAL,675,501,55,5101 SWICKARD WOODS BLVD,NEW ALBANY,OH,43054,FRANKLIN COUNTY,1,1,1,40.089200,-82.820000,43700,SFRASR00161**C,39,4,2,57033,215.06042267,0101000020E610000014AE47E17AB454C0CF66D5E76A0B4440
390470002740,BALDWIN ROAD JUNIOR HIGH SCHOOL,REYNOLDSBURG CITY,673,318,289,2300 BALDWIN PLACE,REYNOLDSBURG,OH,43068,FRANKLIN COUNTY,1,1,2,39.933800,-82.818700,42245,SFRAIR00070**C,39,6,1,98744,200.25167466,0101000020E61000000E4FAF9465B454C09D8026C286F74340
390472402814,HERMAN K ANKENEY MIDDLE SCHOOL,BEAVERCREEK CITY,772,671,133,4085 SHAKERTOWN RD,BEAVERCREEK,OH,45430,GREENE COUNTY,1,1,2,39.712700,-84.089500,46210,SGREIR00675**C,39,6,1,80319,199.65440308,0101000020E61000007D3F355EBA0555C0FAEDEBC039DB4340
390473402845,AYER ELEMENTARY SCHOOL,FOREST HILLS LOCAL,658,586,67,8471 FOREST RD,CINCINNATI,OH,45255,HAMILTON COUNTY,1,1,1,39.060700,-84.322000,48439,SHAMIR00275**C,39,6,1,65110,275.32230538,0101000020E6100000F853E3A59B1455C0006F8104C5874340
390473602858,MONFORT HEIGHTS ELEMENTARY SCHOOL,NORTHWEST LOCAL,667,523,264,3711 WEST FORK RD,CINCINNATI,OH,45247,HAMILTON COUNTY,1,1,1,39.188900,-84.605400,9967,CHAMCR00142**C,39,4,3,72400,293.04447649,0101000020E6100000E63FA4DFBE2655C0711B0DE02D984340
390487303379,MORRISON ELEMENTARY SCHOOL,NORTHRIDGE LOCAL,412,288,377,2235 ARTHUR AVE,DAYTON,OH,45414,MONTGOMERY COUNTY,1,1,1,39.833400,-84.191900,65392,SMOTIR00075**C,39,8,1,106490,213.40243054,0101000020E61000008E06F016480C55C0423EE8D9ACEA4340
390499304329,ROBERT A. TAFT ELEMENTARY SCHOOL,PLAIN LOCAL,377,259,256,3829 GUILFORD AVE NW,CANTON,OH,44718,STARK COUNTY,1,1,1,40.842600,-81.407200,76279,SSTAIR00077**C,39,6,1,91973,199.36516809,0101000020E610000099BB96900F5A54C007CE1951DA6B4440
390499803784,FORT ISLAND PRIMARY ELEMENTARY SCHOOL,COPLEY-FAIRLAWN CITY,374,276,56,496 TRUNKO RD,FAIRLAWN,OH,44333,SUMMIT COUNTY,1,1,1,41.120300,-81.625300,77694,SSUMIR00077**C,39,6,1,68540,125.80414383,0101000020E6100000158C4AEA046854C0BADA8AFD658F4440
402008000981,MILLWOOD ES,MILLWOOD,769,9,766,6710 NORTH MARTIN LUTHER KING,OKLAHOMA CITY,OK,73111,OKLAHOMA COUNTY,1,1,1,35.538800,-97.476000,18743,5507  0000,40,6,1,52000,220.74719796,0101000020E61000005839B4C8765E58C0DB8AFD65F7C44140
402025000999,NORTHMOOR ES,MOORE,427,228,212,211 NORTHEAST 19TH,MOORE,OK,73160,CLEVELAND COUNTY,1,1,1,35.355200,-97.491900,4795,1406  0000,40,4,1,120800,248.86671398,0101000020E6100000C139234A7B5F58C005C58F3177AD4140
402277001112,ADAMS ES,OKLAHOMA CITY,715,85,687,3416 SOUTHWEST 37TH ST,OKLAHOMA CITY,OK,73119,OKLAHOMA COUNTY,1,1,1,35.426900,-97.577600,18623,5505  0000,40,6,1,117300,184.38821923,0101000020E6100000DB8AFD65F76458C0CA54C1A8A4B64140
402277001133,EDWARDS ES,OKLAHOMA CITY,411,21,404,1123 NORTHEAST GRAND BLVD,OKLAHOMA CITY,OK,73117,OKLAHOMA COUNTY,1,1,1,35.479800,-97.467000,19294,5515  0000,40,6,1,73100,174.72656033,0101000020E6100000D9CEF753E35D58C0764F1E166ABD4140
402277001156,LINWOOD ES,OKLAHOMA CITY,509,66,471,3416 NORTHWEST 17TH ST,OKLAHOMA CITY,OK,73107,OKLAHOMA COUNTY,1,1,1,35.486500,-97.577800,18727,5507  0000,40,8,1,137900,145.14136644,0101000020E61000003EE8D9ACFA6458C083C0CAA145BE4140
402277001165,NORTH HIGHLAND ES,OKLAHOMA CITY,452,28,434,8400 NORTH ROBINSON AVE,OKLAHOMA CITY,OK,73114,OKLAHOMA COUNTY,1,1,1,35.556100,-97.515000,20961,5567  0000,40,8,2,102300,115.10987222,0101000020E6100000295C8FC2F56058C01EA7E8482EC74140
402277001181,ROCKWOOD ES,OKLAHOMA CITY,641,36,614,3101 SOUTHWEST 24TH ST,OKLAHOMA CITY,OK,73108,OKLAHOMA COUNTY,1,1,1,35.441300,-97.571100,18624,5505  0000,40,6,1,124800,121.10133625,0101000020E6100000B8AF03E78C6458C0C6DCB5847CB84140
402277002394,JOHN MARSHALL MS,OKLAHOMA CITY,224,33,199,12201 NORTH PORTLAND AVE,OKLAHOMA CITY,OK,73120,OKLAHOMA COUNTY,1,1,2,35.593500,-97.587100,20889,5563  0000,40,6,2,78500,202.7180618,0101000020E6100000D3DEE00B936558C08716D9CEF7CB4140
402277002407,JOHN MARSHALL HS,OKLAHOMA CITY,441,60,352,12201 NORTH PORTLAND AVE,OKLAHOMA CITY,OK,73120,OKLAHOMA COUNTY,1,1,3,35.593500,-97.587100,20889,5563  0000,40,6,2,78500,202.7180618,0101000020E6100000D3DEE00B936558C08716D9CEF7CB4140
403024002738,PROJECT ACCEPT TRAICE ES,TULSA,104,12,43,1202 WEST EASTON ST,TULSA,OK,74127,TULSA COUNTY,1,1,1,36.159200,-96.005200,31743,7286  0000,40,6,2,57400,237.10881897,0101000020E61000001C7C6132550058C0F8C264AA60144240
403024029771,COLUMBUS ES,TULSA,375,63,372,10620 EAST 27TH ST,TULSA,OK,74129,TULSA COUNTY,1,1,1,36.124400,-95.858200,31598,7283  0000,40,6,2,101700,125.18988137,0101000020E6100000575BB1BFECF657C0ABCFD556EC0F4240
403060001702,GROVE ES,UNION,611,184,556,10202 EAST 62ND ST,TULSA,OK,74133,TULSA COUNTY,1,1,1,36.072800,-95.861100,31595,7283  0000,40,6,2,122900,154.02637914,0101000020E61000007AA52C431CF757C00C93A98251094240
403060001703,CLARK ES,UNION,638,78,616,3656 SOUTH 103RD EAST AVE,TULSA,OK,74146,TULSA COUNTY,1,1,1,36.110300,-95.862100,31598,7283  0000,40,6,2,101700,227.07915732,0101000020E61000006C787AA52CF757C0D95F764F1E0E4240
403060002672,THOMAS JEFFERSON ES,UNION,576,203,401,8418 SOUTH 107TH EAST AVE,TULSA,OK,74133,TULSA COUNTY,1,1,1,36.041800,-95.856600,31592,7283  0000,40,6,2,91100,217.68574654,0101000020E61000003B70CE88D2F657C0857CD0B359054240
410000901734,SOUTHWEST CHARTER SCHOOL,OREGON DEPARTMENT OF EDUCATION,188,159,-1,640 SW BANCROFT ST,PORTLAND,OR,97239,MULTNOMAH COUNTY,1,1,1,45.493100,-122.671600,4033,00100I00,41,6,1,134200,151.21104701,0101000020E610000097FF907EFBAA5EC02CD49AE61DBF4640
410192000213,ARTS AND COMMUNICATION MAGNET ACADEMY,BEAVERTON SD 48J,713,478,163,11375 SW CENTER ST,BEAVERTON,OR,97005,WASHINGTON COUNTY,1,1,4,45.494600,-122.793900,60024,14400I00,41,5,2,113400,181.16687651,0101000020E6100000D712F241CFB25EC0014D840D4FBF4640
410192001226,RIDGEWOOD ELEMENTARY SCHOOL,BEAVERTON SD 48J,438,326,97,10100 SW INGLEWOOD ST,PORTLAND,OR,97225,WASHINGTON COUNTY,1,1,1,45.502500,-122.780400,60015,14400I00,41,5,2,108700,266.78566203,0101000020E61000001973D712F2B15EC0B81E85EB51C04640
410192001823,HOPE CHINESE CHARTER SCHOOL,BEAVERTON SD 48J,96,33,-1,9100 SW WILSHIRE ST,PORTLAND,OR,97225,WASHINGTON COUNTY,1,1,1,45.505900,-122.770800,44996,04700I00,41,7,2,130700,60.23648987,0101000020E61000006FF085C954B15EC0F085C954C1C04640
410474000561,CAL YOUNG MIDDLE SCHOOL,EUGENE SD 4J,539,420,141,2555 GILHAM RD,EUGENE,OR,97401,LANE COUNTY,1,1,2,44.090300,-123.079200,51782,06900I00,41,4,2,53800,262.04588045,0101000020E6100000F775E09C11C55EC0166A4DF38E0B4640
410474000571,NORTH EUGENE HIGH SCHOOL,EUGENE SD 4J,1024,723,543,200 SILVER LN,EUGENE,OR,97404,LANE COUNTY,1,1,3,44.094700,-123.131500,51742,06900I00,41,4,2,57100,266.41766714,0101000020E610000023DBF97E6AC85EC032772D211F0C4640
410883001658,CASCADE HEIGHTS PUBLIC CHARTER SCHOOL,NORTH CLACKAMAS SD 12,228,172,60,15301 SE 92ND AVE,CLACKAMAS,OR,97015,CLACKAMAS COUNTY,1,1,1,45.411800,-122.570400,50761,06400I00,41,6,1,139700,168.81794296,0101000020E6100000DC68006F81A45EC0143FC6DCB5B44640
411004000881,CAPITOL HILL ELEMENTARY SCHOOL,PORTLAND SD 1J,406,328,105,8401 SW 17TH AVE,PORTLAND,OR,97219,MULTNOMAH COUNTY,1,1,1,45.464200,-122.696200,3999,00100I00,41,6,1,119900,132.65443245,0101000020E61000006ADE718A8EAC5EC0CF66D5E76ABB4640
411004000915,LENT ELEMENTARY SCHOOL,PORTLAND SD 1J,604,161,499,5105 SE 97TH AVE,PORTLAND,OR,97266,MULTNOMAH COUNTY,1,1,1,45.485900,-122.563500,50835,06400I00,41,6,1,151200,187.42989237,0101000020E6100000F2D24D6210A45EC02E90A0F831BE4640
411004000919,MARKHAM ELEMENTARY SCHOOL,PORTLAND SD 1J,392,227,209,10531 SW CAPITOL HWY,PORTLAND,OR,97219,MULTNOMAH COUNTY,1,1,1,45.449600,-122.726200,3971,00100I00,41,7,1,114300,215.60721197,0101000020E6100000BC96900F7AAE5EC00B24287E8CB94640
411004000925,OCKLEY GREEN,PORTLAND SD 1J,265,118,262,6031 NORTH MONTANA,PORTLAND,OR,97217,MULTNOMAH COUNTY,1,1,2,45.567100,-122.681100,4122,00100I00,41,6,1,131600,202.77143035,0101000020E61000008F53742497AB5EC0E3C798BB96C84640
411004000947,WEST SYLVAN MIDDLE SCHOOL,PORTLAND SD 1J,945,704,110,8111 SW WEST SLOPE DR,PORTLAND,OR,97225,WASHINGTON COUNTY,1,1,2,45.504700,-122.760700,45001,04700I00,41,7,2,130700,94.24311303,0101000020E61000004D840D4FAFB05EC0462575029AC04640
411004000956,BENSON POLYTECHNIC HIGH SCHOOL,PORTLAND SD 1J,828,237,538,546 NE 12TH AVE,PORTLAND,OR,97232,MULTNOMAH COUNTY,1,1,3,45.527200,-122.651600,5329,00200I00,41,6,1,151100,179.47627527,0101000020E6100000B6847CD0B3A95EC0C139234A7BC34640
411004000966,LINCOLN HIGH SCHOOL,PORTLAND SD 1J,1563,1158,166,1600 SW SALMON ST,PORTLAND,OR,97205,MULTNOMAH COUNTY,1,1,3,45.518600,-122.689700,49538,06100I00,41,4,1,106400,202.13205006,0101000020E61000004703780B24AC5EC051DA1B7C61C24640
411004001435,OPAL SCHOOL OF THE PORTLAND CHILDREN'S MUSEUM,PORTLAND SD 1J,87,66,18,4015 SW CANYON RD,PORTLAND,OR,97221,MULTNOMAH COUNTY,1,1,1,45.508500,-122.717900,45029,04700I00,41,7,2,151700,173.33602626,0101000020E61000001973D712F2AD5EC00C022B8716C14640
411004001814,LE MONDE FRENCH IMMERSION PUBLIC CHARTER SCHOOL,PORTLAND SD 1J,144,107,31,1010 SW 13TH AVE,PORTLAND,OR,97205,MULTNOMAH COUNTY,1,1,1,45.518700,-122.686300,49539,06100I00,41,4,1,106400,42.60806603,0101000020E6100000ABCFD556ECAB5EC0B537F8C264C24640
411004004190,TRILLIUM,PORTLAND SD 1J,343,275,152,5420 NORTH INTERSTATE AVE,PORTLAND,OR,97217,MULTNOMAH COUNTY,1,1,4,45.562200,-122.681800,4118,00100I00,41,6,1,131600,264.5526565,0101000020E61000006B9A779CA2AB5EC0D5E76A2BF6C74640
411052000998,FAIRVIEW ELEMENTARY SCHOOL,REYNOLDS SD 7,399,161,308,225 MAIN ST,FAIRVIEW,OR,97024,MULTNOMAH COUNTY,1,1,1,45.539900,-122.435800,5488,00200I00,41,6,1,61500,167.21475482,0101000020E610000032E6AE25E49B5EC0228E75711BC54640
411052001006,WILKES ELEMENTARY SCHOOL,REYNOLDS SD 7,473,113,427,17020 NE WILKES RD,PORTLAND,OR,97230,MULTNOMAH COUNTY,1,1,1,45.541300,-122.488400,5451,00200I00,41,6,1,101400,106.67377075,0101000020E610000073D712F2419F5EC093A9825149C54640
411082001738,ROBERTS HIGH SCHOOL,SALEM-KEIZER SD 24J,551,230,115,3620 STATE ST SE,SALEM,OR,97301,MARION COUNTY,4,1,3,44.927300,-122.988600,3488,00100I00,41,6,1,92000,120.74127595,0101000020E6100000D734EF3845BF5EC058CA32C4B1764640
411082004192,LEE ELEMENTARY SCHOOL,SALEM-KEIZER SD 24J,304,139,169,5650 VENICE ST SE,SALEM,OR,97306,MARION COUNTY,1,1,1,44.874000,-123.003600,3429,00100I00,41,4,1,55600,265.96755436,0101000020E610000000917EFB3AC05EC01D5A643BDF6F4640
411317001437,THREE RIVERS CHARTER SCHOOL,WEST LINN-WILSONVILLE SD 3J,105,87,-1,4975 WILLAMETTE FALLS DR,WEST LINN,OR,97068,CLACKAMAS COUNTY,1,1,2,45.360600,-122.612000,50704,06400I00,41,4,1,85600,97.86180582,0101000020E6100000BA490C022BA75EC003780B2428AE4640
420002700366,SYLVAN HEIGHTS SCIENCE CS,SYLVAN HEIGHTS SCIENCE CS,216,1,182,915 SOUTH 13TH ST,HARRISBURG,PA,17104,DAUPHIN COUNTY,1,1,1,40.253500,-76.864000,35065,1 22 0083 - 4015,42,6,1,97054,100.57514024,0101000020E61000009EEFA7C64B3753C09CC420B072204440
420007700554,FRANKLIN TOWNE CHS,FRANKLIN TOWNE CHS,1190,900,669,5301 TACONY ST BUILDING 108,PHILADELPHIA,PA,19137,PHILADELPHIA COUNTY,1,1,3,40.007700,-75.064800,98784,1 67 0095 - 11141,42,8,1,177530,209.74636966,0101000020E6100000F931E6AE25C452C0F0164850FC004440
420008800587,PENNSYLVANIA VIRTUAL CS,PENNSYLVANIA VIRTUAL CS,2721,1994,1504,630 PARK AVE,KING OF PRUSSIA,PA,19406,MONTGOMERY COUNTY,1,1,4,40.093600,-75.409100,100141,2 46 7276 - 11359,42,4,1,63917,195.87119442,0101000020E6100000CA32C4B12EDA52C0EB73B515FB0B4440
420010600659,WISSAHICKON CS,WISSAHICKON CS,457,26,370,4700 G WISSAHICKON AVE,PHILADELPHIA,PA,19144,PHILADELPHIA COUNTY,1,1,1,40.015900,-75.171300,98585,1 67 0001 - 11119,42,6,2,121225,210.12614105,0101000020E610000082734694F6CA52C0D200DE0209024440
420011900756,COMMONWEALTH CONNECTIONS ACADEMY CS,COMMONWEALTH CONNECTIONS ACADEMY CS,8037,5590,4234,4050 CRUMS MILL RD,HARRISBURG,PA,17112,DAUPHIN COUNTY,1,1,4,40.312000,-76.828800,35084,1 22 0083 - 4016,42,2,1,74324,187.87769328,0101000020E610000030BB270F0B3553C00E2DB29DEF274440
420012300759,MARITIME ACADEMY CS,MARITIME ACADEMY CHARTER SCHOOL,780,330,597,2275 BRIDGE ST,PHILADELPHIA,PA,19137,PHILADELPHIA COUNTY,1,1,4,40.008500,-75.065200,98784,1 67 0095 - 11141,42,8,1,177530,122.03990003,0101000020E6100000C0EC9E3C2CC452C00C022B8716014440
420014000896,AGORA CYBER CS,AGORA CYBER CS,9490,5636,6674,995 OLD EAGLE SCH RD,WAYNE,PA,19087,CHESTER COUNTY,1,1,4,40.075600,-75.410300,24210,1 15 0202 - 2795,42,7,2,87850,227.55672205,0101000020E61000002063EE5A42DA52C0EFC9C342AD094440
